answer,ideal_answer,question,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score,bert score
1989,1989,When was the World Wide Web invented?,1.821831989445342e-231,0.5,1.0,1.0,0,1.0,0.8145994544029236,1.0,0.9999998807907104
40°C (104°F) during the day,"40°C (104°F) during the day, dropping to 30°C (86°F) at night",What is the average summer temperature in Mecca?,0.37239098949398236,0.7246189615086541,0.6363636363636364,0.8641057,9,11.193100348931464,0.28037315607070923,0.5714285714285715,0.7097437327558344
October 2011 at its release in iPhone 4S at its release in October 2011,Feb-10,When was Siri introduced by Apple?,0.0,0.0,0.0,0.4059273,28,2.0,-1.163854956626892,0.0,0.5120879948139191
the Soviet Union launched the world's first artificial satellite,Soviet Union,Who launched the first satellite?,2.73208551083605e-156,0.20380434782608695,0.33333333333333337,0.4806555,20,2.7415101859217357,-0.8669248819351196,0.4444444444444445,0.40792792493646796
"1982 Several investors (including the BBC, Allen & Company and Venture America) raised $5 million in start-up capital to launch the network",1982,When was the Discovery Channel introduced?,2.5301500400812634e-242,0.02127659574468085,0.08695652173913045,0.20744017,28,1.937968947802525,-0.6975512504577637,0.1,0.24152740237436124
"five-person board and a General Counsel, all of whom are appointed by the President with the consent of the Senate",five,How many members does the National Labor Relations Board have?,0.0,0.0,0.0909090909090909,0.24250223,28,2.0,-0.7905676364898682,0.0,0.20639307181472363
"73 feet The walls are 30 feet high, while from the loftiest point of the roof to the floor the distance is 73 feet",30 feet high,How tall is St. Joseph's Church in Fall River?,7.98012891520119e-81,0.06578947368421052,0.2222222222222222,0.6279841,24,3.812737171987746,-0.9401993751525879,0.2727272727272727,0.4441774533345149
1929sup1asup1,1929,When was the Institutional Revolutionary Party established in Mexico?,0.0,0.0,0.0,0.66617405,18,2.0,-0.5824753046035767,0.0,0.3133306886468615
"silicate minerals, which all have in common their asbestiform habit: ie, long (roughly 1:20 aspect ratio), thin fibrous crystals, with each visible fiber composed of millions of microscopic ""fibrils"" that can be released by abrasion and other processes",six naturally occurring silicate minerals,What is asbestos made of?,1.886247024591456e-158,0.04380841121495326,0.09090909090909091,0.65418595,35,5.971281336013449,-1.1042866706848145,0.09302325581395349,0.36990341246128083
"Spanish-speaking country — the fourth largest after Mexico, Spain, and Colombia",Spanish,What language do they speak in Buenos Aires?,0.0,0.0,0.16666666666666669,0.5088564,30,2.0,-0.7467087507247925,0.0,0.18247656176487606
Michael Faraday discovered that compressing and liquefying ammonia could chill air when the liquefied ammonia was allowed to evaporate,Michael Faraday,Who discovered AC?,3.0350728482059643e-158,0.1083815028901734,0.1904761904761905,0.49719107,25,2.8746523665981094,-1.0009530782699585,0.19999999999999998,0.4192207400445585
29 October 1925supstr,29-Oct-25,When was the Royal Observer Corps established?,0.0,0.0,0.3333333333333333,0.48663592,21,2.0,-0.7703005075454712,0.0,0.6558864712715149
Mindanao occupying the northeastern section of the island of Mindanao,Philippines,Where is the Caraga Administrative Region located?,0.0,0.0,0.0,0.56212896,33,2.0,-0.7284022569656372,0.0,0.3042818769812584
"The Cullinan Diamond is the largest gem-quality rough diamond ever found, weighing 3,10675 carats (62135g)",Cullinan Diamond,What is the biggest diamond?,5.003989162961595e-158,0.06097560975609756,0.21052631578947367,0.7124221,23,2.842120061628849,-0.8509182929992676,0.2666666666666667,0.469951260706474
"Daniel Bryan, who is in his fourth reign",Brock Lesnar,Who is the WWE Champion?,0.0,0.0,0.0,0.38642016,30,3.0000000000000004,-1.2496225833892822,0.0,0.25905028151141274
"Francis Gurry, who took office on 1 October 2008",Francis Gurry,Who is head of the World Intellectual Property Organization?,2.73208551083605e-156,0.20380434782608695,0.3636363636363636,0.77625155,16,2.8678442352689255,-0.7855799198150635,0.3636363636363636,0.4345687411048196
"Speed describes only how fast an object is moving, whereas velocity gives both how fast it is and in which direction the object is moving","Speed describes only how fast an object is moving, whereas velocity gives both how fast it is and in which direction the object is moving",What is the difference between speed and velocity?,1.0,0.9999715521165226,1.0,1.0,0,18.55403019967572,0.8497853875160217,1.0,1.0000000045849726
646–8 October 705 646–8 October 705,646,When was ʿAbd al-Malik ibn Marwān ibn al-Ḥakam born?,0.0,0.0,0.2222222222222222,0.58849466,34,2.0,-0.8609572649002075,0.0,0.45111739209720064
"Rodaun near Vienna, Lower Austria",Rodaun,Where was Christian von Ehrenfels born?,1.2275407386121148e-233,0.0909090909090909,0.33333333333333337,0.55757815,25,1.7411011265922482,-0.8149009943008423,0.33333333333333337,0.6316428333520889
"Kiritsugu Emiya( ,Emiya Kiritsugu)",Kiritsugu Emiya,Who is the main character of Fate/Zero?,1.2244357773142914e-155,0.15384615384615383,0.6666666666666666,0.9446938,7,2.7108060108295344,-0.10231252014636993,0.6666666666666666,0.739432958761851
1763 under the Treaty of Paris (1763),1763,When did New France end?,6.111565467761957e-235,0.06097560975609756,0.25,0.7202066,20,1.8114473285278132,-0.6960269212722778,0.2857142857142857,0.18592306474844614
dye prepared from the plant Lawsonia inermis,prepared from the plant Lawsonia inermis,How is henna made?,0.846481724890614,0.8675523349436391,0.923076923076923,0.838409,5,6.133594735258075,0.11139947175979614,0.9090909090909091,0.8939179241657257
"1844, and eventually persuaded Hooker to read a copy in January 1847",1846,When was Darwin's theory first published?,0.0,0.0,0.0,0.38238537,37,2.0,-0.701750636100769,0.0,0.2587791360341586
"Romanian leu (Romanian pronunciation:, plural lei ; sign: L; ISO 4217 code: RON; numeric code: 946)",Romanian leu,What currency is used in Romania?,1.5110737939507789e-159,0.04405286343612335,0.23529411764705882,0.8103316,20,2.8517394748624234,-0.9394693374633789,0.23529411764705882,0.3378535750611075
"208,975 employees, 21,275 physicians, 54,072 nurses","2,08,975",How many people are employed by Kaiser Permanente?,0.0,0.0,0.16666666666666666,0.16909218,27,2.0,-0.9754524230957031,0.2857142857142857,0.5962621122598648
"four-year term, with a term limit of two terms (totaling eight years) or a maximum of ten years if the president acted as president for two years or less in a term where another was elected as president",eight years,How many years are in a presidential term in US?,5.06908785873347e-163,0.026954177897574125,0.09756097560975609,0.46908256,22,2.905489519483479,-0.8691670894622803,0.1111111111111111,0.2376564436180647
8th century BC,8th century BC,When was the Iliad first written down?,1.2213386697554703e-77,0.9814814814814815,1.0,1.0,0,3.0000000000000004,0.916489839553833,1.0,1.0
"February 9, 1987) was an American physical chemist","– February 9, 198",When did Louis Hammett die?,2.5266298691547124e-78,0.3099415204678362,0.36363636363636365,0.3900441,21,4.728708045015877,-0.9900493621826172,0.36363636363636365,0.426446396112442
400 miles (640km) before reaching the Sacramento–San Joaquin River Delta and San Francisco Bay,400 miles,How long is the Sacramento River?,1.3602252811484492e-157,0.12842465753424656,0.23529411764705882,0.51557225,29,2.831166172306495,-0.9350552558898926,0.2666666666666667,0.36558221515856293
"first Emperor of the Roman Empire, controlling Imperial Rome from 27 BC until his death in AD 14",27 BC,What did Augustus become Roman Emperor?,3.0350728482059643e-158,0.1083815028901734,0.19999999999999998,0.40127647,30,2.867844235268927,-0.9995112419128418,0.21052631578947367,0.2480662896444923
"1980, satellite television was well established in the USA and Europe",26-Apr-82,When was satellite TV introduced?,0.0,0.0,0.0,0.0088596605,33,2.0,-1.1520004272460938,0.0,0.42594367265701294
US military developed the first approved inactivated vaccines for influenza,"Thomas Francis, Jonas Salk, Wilson Smith and Macfarlane Burnet",Who developed the flu shot?,0.0,0.0,0.0,0.03507591,32,10.000000000000002,-1.0370337963104248,0.0,0.4154116362333298
"telenovelas tell one self-contained story, typically within the span of a year or less whereas soap operas tend to have intertwined storylines told during indefinite, continuing runs",run length,What is the difference between a telenovela and a soap opera?,0.0,0.019011406844106463,0.06666666666666667,0.16600585,26,3.0000000000000004,-1.3148683309555054,0.0,0.2982170704865094
"44,928,923 compared to 12,313,469 in 1967","4,49,28,923",What's the population of Tanzania?,0.0,0.0,0.14285714285714288,0.41435477,23,2.0,-0.8605802059173584,0.2857142857142857,0.5390954964301166
"21 Provinces (Mongolian: ама, often translated as aimags) and one provincial municipality",21 Provinces,How many provinces are in Mongolia?,1.3602252811484492e-157,0.12842465753424656,0.3076923076923077,0.626286,26,2.8039657955522017,-0.910285234451294,0.2857142857142857,0.2432073009641547
"two or three, sometimes four lanes in addition to an emergency lane (hard shoulder)","containing two or three, sometimes four lanes in addition to an emergency lane",How many lanes does the autobahn have?,0.7420016786832134,0.7782659533004996,0.888888888888889,0.895716,14,13.138360198396088,0.18605256080627441,0.8799999999999999,0.7186183193150688
The waist-hip ratio or waist-to-hip ratio (WHR) is the dimensionless ratio of the circumference of the waist to that of the hips,W ÷ H,What is the hip-to-waist ratio?,0.0,0.0,0.0,0.4005043,27,4.0,-0.9305158853530884,0.0,0.43520776799746924
"gender-based price discrimination, with the name stemming from the observation that many of the affected products are pink",a phenomenon often attributed as a form of gender-based price discrimination,What is the pink tax?,1.7694947304921158e-78,0.20604395604395603,0.3225806451612903,0.78004867,21,11.827232998382788,-0.6886884570121765,0.33333333333333337,0.558141230117707
Roman Catholic Church in the New England region of the United States,Roman Catholic,What denomination is St. Joseph's Church in Fall River?,1.0050780909589607e-156,0.17045454545454544,0.2857142857142857,0.6747736,25,2.8039657955522017,-0.8823868036270142,0.33333333333333337,0.39674074947834015
"Teresa de Lauretis coined the term queer theory for a conference she organized at the University of California, Santa Cruz in 1990",Teresa de Lauretis,Who first theorized Queer theory?,1.5543168740142084e-80,0.1402116402116402,0.24000000000000002,0.471149,21,3.846120537210116,-0.9396371841430664,0.2727272727272727,0.38188704967498777
"Masashi Kishimoto( ,Kishimoto Masashi, born November 8, 1974)",Masashi Kishimoto,Who created Naruto?,6.096106775720526e-157,0.08403361344537816,0.4,0.83015525,12,2.851739474862422,-0.5580214858055115,0.4,0.4286933619725077
Stephen Tomaevi or Stephen II,Stephen Tomašević or Stephen II,Who was the last King of Bosnia?,7.380245217279165e-78,0.7500000000000001,0.7272727272727272,0.90309525,14,3.9300154279831134,0.17600473761558533,0.8000000000000002,0.7243127822875977
466°C (1159°F),24-Jan-19,What is the hottest day on record in Adelaide?,0.0,0.0,0.0,0.18198913,36,2.0,-0.9439862966537476,0.0,0.3950274258852005
"1997-2003, on The WB and concluded on May 20, 2003, on UPN","March 10, 1997",When was Buffy the Vampire Slayer aired?,8.235377291091144e-233,0.03597122302158273,0.125,0.46119758,32,4.0,-1.1430392265319824,0.0,0.35349750684367287
"1983, the United States Supreme Court",1983,When did the case Pacific Gas & Electric Co. v. State Energy Resources Conservation & Development Commission go to the Supreme Court?,4.515870009358044e-234,0.078125,0.2857142857142857,0.67361164,23,2.0,-0.7257639169692993,0.33333333333333337,0.34851720929145813
"Ureli Corelli Hill, with the aid of the Irish composer William Vincent Wallace",Ureli Corelli Hill,Who was the first conductor of the New York Philharmonic?,3.121928896334602e-79,0.22825150732127475,0.375,0.51831174,21,3.8268253944260455,-0.9146445989608765,0.42857142857142855,0.42911736480891705
11 February 1929 The Italian parliament ratified them on 7 June 1929,1929,When was the Lateran Treaty?,3.042769277781409e-236,0.04587155963302752,0.15384615384615385,0.49159992,26,1.7817974362806785,-0.711493194103241,0.16666666666666669,0.35806137571732205
4th year of 5334th year of 533,533–4,When did the Vandal War end?,0.0,0.0,0.22222222222222224,0.6413962,26,2.0,-0.8364666104316711,0.0,0.3501341313123703
China,China,Where is the Meyer lemon from?,1.821831989445342e-231,0.5,1.0,1.0000001,0,1.0,0.8543204069137573,1.0,1.0000001192092896
"1934 It was first published as a German translation in Zurich, Switzerland in 1933 and was published in English by Penguin Books in September 1934",Sep-34,When was Fontamara first translated to English?,0.0,0.0,0.0,0.059216738,30,2.0,-1.2962783575057983,0.0,0.3443853637346855
"AD 476) traces the interaction of Jews and Romans during the period of the Roman Empire (27 BC – AD 476) Their cultures began to overlap in the centuries just before the Christian Era Jews, as part of the Jewish diaspora, migrated to Rome and Roman Europe from the Land of Israel, Asia Minor, Babylon and Alexandria in response to economic hardship and incessant warfare over the land of Israel between the Ptolemaid and Seleucid empires In Rome, Jewish communities enjoyed privileges and thrived economically, becoming a significant part of the Empire's population (perhaps as much as ten percent)",27 BC – AD 476,When did the Romans conquer Jerusalem?,6.208075409403624e-10,0.04960159362549801,0.07766990291262137,0.4923039,27,5.955963232886072,-1.0062243938446045,0.1075268817204301,0.4013475923508894
